id,frame,x [nm],y [nm],sigma [nm],intensity [photon],offset [photon],bkgstd [photon]
36,2,3157.600885,14401.27218,130.3104048,798.4216648,1,5.477225575
37,2,3467.203946,2157.875698,86.57299081,708.102921,1,5.477225575
38,2,4173.529022,12190.62842,101.7373746,824.6270999,1,5.477225575
39,2,5283.230162,5896.000224,125.1759975,898.6098021,1,5.477225575
40,2,6797.679541,11893.71352,108.9464447,833.5722305,1,5.477225575
41,2,7798.547174,834.7047134,130.5641632,732.582323,1,5.477225575
42,2,8056.911377,14386.50336,115.2607079,705.5844849,1,5.477225575
43,2,8802.08652,16384.44012,127.8291461,840.491074,1,5.477225575
44,2,10503.90617,4777.379215,96.58169281,869.5287401,1,5.477225575
45,2,12663.35772,15223.58558,141.9808665,866.1343497,1,5.477225575
46,2,14100.51751,2111.307785,93.22015018,760.688396,1,5.477225575
47,2,14459.82882,8421.210512,122.1670231,760.853087,1,5.477225575
48,2,15131.31742,29.04607714,134.0904929,728.7000449,1,5.477225575
49,2,15510.26568,15936.12767,126.6877489,709.8954863,1,5.477225575
50,3,50.09264238,16372.54233,121.7103067,818.1869873,1,5.477225575
51,3,1135.879942,3600.73844,133.4012212,743.3308743,1,5.477225575
52,3,1993.379982,16305.3742,146.4963226,802.6775357,1,5.477225575
53,3,2853.882057,12507.4358,140.7611884,716.1959455,1,5.477225575
54,3,3985.227505,7367.375756,130.8822221,877.5111554,1,5.477225575
55,3,4030.127651,13176.86584,127.5934858,725.954979,1,5.477225575
56,3,5544.31962,10251.47913,123.5477811,711.2805514,1,5.477225575
57,3,6501.496913,10390.91702,113.1063567,798.8350182,1,5.477225575
58,3,6857.036549,9401.257148,142.5476246,856.4096916,1,5.477225575
59,3,6963.469386,7441.946448,142.1453353,822.4359019,1,5.477225575
60,3,7304.180223,8484.116017,106.8402464,809.2251847,1,5.477225575
61,3,7565.468208,10296.03495,113.4733139,893.4266412,1,5.477225575
62,3,7609.351526,13233.22732,138.1459421,832.0254649,1,5.477225575
63,3,7718.36054,192.2895021,102.7930972,776.3933184,1,5.477225575
64,3,8059.100668,11859.25817,143.5451893,751.3024181,1,5.477225575
65,3,8898.181839,9799.102832,133.3027889,786.5501507,1,5.477225575
66,3,9045.790751,1812.89654,142.9876419,767.0392125,1,5.477225575
67,3,9954.840561,8336.109398,116.9781789,861.2988782,1,5.477225575
68,3,10533.1686,14643.96375,134.5667303,893.6950808,1,5.477225575
69,3,10928.91563,15192.80062,126.1130383,896.9936191,1,5.477225575
70,3,11562.5729,10068.17751,122.4184679,729.9500753,1,5.477225575
71,3,11630.31879,10214.42388,118.9401343,729.2268009,1,5.477225575
72,3,11618.09876,12581.85826,120.9436263,824.9628625,1,5.477225575
73,3,12616.09264,16465.57752,104.1373879,702.4342332,1,5.477225575
74,3,13378.49597,12264.14831,124.381555,807.6151261,1,5.477225575
75,3,13903.49651,13381.78182,133.1876899,771.1305095,1,5.477225575
76,3,15393.15753,5226.456005,102.178341,793.3546513,1,5.477225575
77,3,15966.18196,7176.198414,122.657557,844.4468556,1,5.477225575
78,3,15932.13749,14350.2644,91.43852477,833.9525078,1,5.477225575
79,3,16147.53297,102.7168794,122.3099032,860.160494,1,5.477225575
80,3,16228.55807,4945.619482,117.9242487,820.8683941,1,5.477225575
81,4,273.5869562,6196.129264,148.2032602,735.4675658,1,5.477225575
82,4,521.2460121,8617.115077,131.8068284,851.5442166,1,5.477225575
83,4,1555.227297,15018.14174,97.66820119,855.7709062,1,5.477225575
84,4,2052.689483,7901.353858,104.3114323,769.3013825,1,5.477225575
85,4,2259.327636,3199.076837,130.7803907,889.6535928,1,5.477225575
86,4,2383.294909,10351.27219,106.1175881,794.436548,1,5.477225575
87,4,3291.852414,7533.245008,107.8656186,791.8548998,1,5.477225575
88,4,3721.457597,2917.475747,101.8365763,796.6822428,1,5.477225575
89,4,3696.118807,6508.432548,118.9047051,770.9116341,1,5.477225575
90,4,3873.016514,12501.40612,90.42535984,732.4842427,1,5.477225575
91,4,5534.46097,14416.59191,146.8451182,807.228578,1,5.477225575
92,4,6183.246814,5641.801252,98.33755199,740.9463292,1,5.477225575
93,4,8119.752572,15692.95601,136.0176214,719.9915537,1,5.477225575
94,4,8661.251838,11224.9048,127.6100671,819.9838924,1,5.477225575
95,4,9370.927725,8560.172597,130.7771677,740.0091686,1,5.477225575
96,4,9407.749787,13182.94128,85.99276623,766.4158852,1,5.477225575
97,4,9657.515267,9633.95579,89.36964586,828.7540569,1,5.477225575
98,4,9918.866541,5830.400415,107.9162069,814.2813181,1,5.477225575
99,4,9961.096834,5955.347169,102.6333817,849.7307306,1,5.477225575
100,4,9999.726297,4332.449371,104.5418329,727.2129262,1,5.477225575
101,4,10692.71174,1888.390997,125.2430703,742.5763655,1,5.477225575
102,4,10660.2556,6745.380606,101.3688293,808.6098019,1,5.477225575
103,4,12047.31247,2074.139381,144.6970038,753.9368477,1,5.477225575
104,4,13072.21094,1918.05037,118.2002125,881.2268505,1,5.477225575
105,4,13271.52577,4582.402588,93.71481385,788.8268655,1,5.477225575
106,4,13830.19525,8081.826242,113.7900552,750.5029735,1,5.477225575
107,4,14334.32629,13494.5588,128.5596055,870.3807544,1,5.477225575
108,4,14403.39134,4480.852966,144.3122231,744.6973629,1,5.477225575
109,4,14683.66908,12077.00141,126.930831,829.4776651,1,5.477225575
110,4,14766.81828,1235.01737,86.05945829,875.5240304,1,5.477225575
111,4,15341.55565,5636.842958,118.2184175,728.2493822,1,5.477225575
112,4,16106.89891,5020.142606,128.0804935,876.9409326,1,5.477225575
113,5,1367.579077,2777.087956,126.1664846,849.7957224,1,5.477225575
114,5,1886.336505,7178.966586,90.05840402,898.7833757,1,5.477225575
115,5,1985.733923,9798.302049,122.4990288,890.1782753,1,5.477225575
116,5,2572.636414,3321.9683,107.058732,866.534943,1,5.477225575
117,5,2721.131203,4617.189316,104.2438418,755.754872,1,5.477225575
118,5,3157.896991,10755.96427,124.4917756,794.1274257,1,5.477225575
119,5,3355.220749,5357.53969,104.1066252,810.6682159,1,5.477225575
120,5,4514.199005,1464.280104,87.87500891,713.1792893,1,5.477225575
121,5,4882.465933,14370.06926,116.5336731,771.7019708,1,5.477225575
122,5,5556.424221,8463.742808,105.6187652,736.5399625,1,5.477225575
123,5,6423.56663,2744.906205,125.2196686,829.3175344,1,5.477225575
124,5,7178.954212,4644.323037,101.5793657,709.871134,1,5.477225575
125,5,7918.281273,11030.6901,126.3620272,863.3690662,1,5.477225575
126,5,8038.001499,1881.98728,147.1989379,899.8588861,1,5.477225575
127,5,8395.516283,11953.86406,93.13737713,841.1876978,1,5.477225575
128,5,8485.180259,5883.962916,128.8332967,847.9626221,1,5.477225575
129,5,8580.728042,5356.048051,97.40541084,808.1426739,1,5.477225575
130,5,8774.356067,1333.565997,128.5485363,851.6579843,1,5.477225575
131,5,8937.566269,6894.049496,90.3637465,876.3023547,1,5.477225575
132,5,9003.722749,868.129615,95.28130095,856.0021651,1,5.477225575
133,5,9046.128411,9061.759489,147.2964937,753.0727589,1,5.477225575
134,5,9527.874828,10285.41597,128.0822293,793.1844525,1,5.477225575
135,5,10661.1544,7275.520073,110.8527334,789.8890358,1,5.477225575
136,5,11001.38592,8.870603815,104.8500261,889.7481352,1,5.477225575
137,5,11497.38909,7881.069211,97.37772257,709.7781797,1,5.477225575
138,5,12336.37919,838.8173251,100.3804973,741.5480335,1,5.477225575
139,5,12367.37578,15166.75682,104.9431614,766.8246959,1,5.477225575
140,5,12884.79233,5253.093155,114.7042364,833.0891759,1,5.477225575
141,5,14940.54419,16402.31304,95.04492596,800.9632792,1,5.477225575
142,5,15472.4686,6927.723888,126.5704809,704.9392754,1,5.477225575
143,6,2232.581097,15416.30833,95.67529196,854.5763817,1,5.477225575
144,6,2260.788649,8303.246762,89.32453457,800.2431803,1,5.477225575
145,6,2479.860027,16348.75273,105.5761332,893.0068436,1,5.477225575
146,6,2660.671966,11079.57819,106.4252236,854.4744278,1,5.477225575
147,6,2997.209097,9618.978988,98.77275416,765.6345122,1,5.477225575
148,6,5394.47749,1826.443498,115.6814766,760.7907222,1,5.477225575
149,6,5887.334647,262.9637192,147.4543723,807.3039614,1,5.477225575
150,6,7888.593292,3764.395648,143.1844284,870.9446967,1,5.477225575
151,6,8614.463413,2083.497226,110.6997733,702.0410327,1,5.477225575
152,6,9198.037062,9584.216222,87.83342109,863.9859363,1,5.477225575
153,6,9668.141149,4255.114053,107.2698254,779.8445833,1,5.477225575
154,6,9762.470513,1962.425368,124.6769937,893.8605502,1,5.477225575
155,6,10400.47593,13591.23659,106.3591427,868.1725296,1,5.477225575
156,6,11544.23186,3027.534597,141.3702069,824.4790742,1,5.477225575
157,6,12152.9629,30.55524643,97.49857754,889.160985,1,5.477225575
158,6,12144.7167,2995.071545,104.6622516,726.8831298,1,5.477225575
159,6,12140.31601,11886.86847,125.1140062,896.2620689,1,5.477225575
160,6,12344.89686,4543.194218,145.1093821,857.0767209,1,5.477225575
161,6,12417.09878,13477.35082,111.0865578,730.3751276,1,5.477225575
162,6,13758.60374,10480.5197,100.8335143,799.6608018,1,5.477225575
163,6,13938.09266,4054.300223,114.2186742,767.4853729,1,5.477225575
164,6,14460.1005,3062.460714,144.9306274,796.332888,1,5.477225575
165,6,14457.96043,4186.099789,103.6284589,758.7651312,1,5.477225575
166,6,14515.45475,1558.013254,128.2659024,848.920829,1,5.477225575
167,6,15307.15627,8609.576121,87.66050555,827.337146,1,5.477225575
168,6,16239.39878,5369.776903,91.52216401,743.4138469,1,5.477225575
169,6,16407.15299,13712.00966,129.4719646,796.2993511,1,5.477225575
170,7,9.056274797,16113.659,112.0606547,738.6076462,1,5.477225575
171,7,738.4340801,8391.682481,144.7649492,732.9319047,1,5.477225575
172,7,787.0335579,9969.449662,98.02924765,857.4902104,1,5.477225575
173,7,2239.901636,11427.10405,138.4479036,842.9111023,1,5.477225575
174,7,2436.431309,13338.05839,128.8220201,832.7535173,1,5.477225575
175,7,2627.385481,8573.137204,130.443182,892.1424788,1,5.477225575
176,7,4116.153984,12862.56015,91.65913513,792.7311567,1,5.477225575
177,7,4936.031878,12090.78108,139.5056671,738.8384592,1,5.477225575
178,7,5674.424852,13911.23505,121.1153715,716.4724365,1,5.477225575
179,7,6486.950315,4884.047062,138.3554973,762.1754093,1,5.477225575
180,7,6696.53088,6442.02076,102.4687493,752.1497299,1,5.477225575
181,7,6842.651984,6882.508014,99.51628498,723.2271836,1,5.477225575
182,7,8518.522712,16058.98119,137.8946824,853.4850361,1,5.477225575
183,7,8753.006044,5247.423378,128.8388884,885.9681622,1,5.477225575
184,7,8903.794101,10129.71883,122.8494068,844.9930899,1,5.477225575
185,7,9504.221797,4143.468577,120.8975654,722.1567725,1,5.477225575
186,7,9714.380346,1777.164074,105.448386,799.3006737,1,5.477225575
187,7,9767.235811,3601.155531,116.1092674,874.2758531,1,5.477225575
188,7,10122.2389,3439.8828,112.9183476,746.4513505,1,5.477225575
189,7,10343.70966,6936.825631,109.0863092,893.7415203,1,5.477225575
190,7,10451.87832,8657.511656,111.3192034,739.2452329,1,5.477225575
191,7,10811.3446,10380.35212,112.9298136,772.6807824,1,5.477225575
192,7,11341.7852,123.8321088,100.8107503,817.4749402,1,5.477225575
193,7,12091.28382,5582.959349,111.6362111,855.8175263,1,5.477225575
194,7,12906.7161,13289.54735,117.5550163,874.9408758,1,5.477225575
195,7,13086.44038,12226.34709,113.4118231,773.3795619,1,5.477225575
196,7,13391.83563,11614.19033,103.7781005,777.962267,1,5.477225575
197,7,13524.75211,9111.77887,118.7973453,844.1140012,1,5.477225575
198,7,13966.00735,15661.56104,127.3711078,809.9804995,1,5.477225575
199,7,14311.90157,14950.61278,99.67796593,825.2866293,1,5.477225575
200,7,15888.96628,11998.06835,121.6952033,836.6120107,1,5.477225575
201,8,220.4047202,6271.997953,148.1882068,793.7218548,1,5.477225575
202,8,798.3669921,14071.79247,139.6295198,728.40476,1,5.477225575
203,8,1317.714206,1577.575414,109.6616786,759.2148111,1,5.477225575
204,8,1512.393044,9019.81787,106.8153182,887.2618225,1,5.477225575
205,8,2432.37014,5792.1793,120.5117833,774.1133955,1,5.477225575
206,8,2544.108776,8364.620176,141.38872,728.0654942,1,5.477225575
207,8,2885.473672,11037.03337,138.1004853,703.2163502,1,5.477225575
208,8,2886.430152,16209.69271,115.3148696,885.9070402,1,5.477225575
209,8,3131.463092,2207.078613,115.733448,831.9662721,1,5.477225575
210,8,3427.572831,1992.731461,130.0721801,811.6941912,1,5.477225575
211,8,3974.879034,10049.974,122.3123785,875.166445,1,5.477225575
212,8,4001.896141,9919.476841,105.1849253,774.9089192,1,5.477225575
213,8,4021.391821,15857.64471,102.8547127,796.4701979,1,5.477225575
214,8,4290.929809,7062.081189,122.885381,710.8050861,1,5.477225575
215,8,4635.76673,5286.524964,124.0798808,704.0737464,1,5.477225575
216,8,4647.127436,1290.324719,144.0272556,757.9644894,1,5.477225575
217,8,4758.302592,1956.474776,94.06910369,722.8107829,1,5.477225575
218,8,5166.495538,10319.11327,127.8070897,877.7047972,1,5.477225575
219,8,5923.784055,802.5688894,110.9249449,895.3347625,1,5.477225575
220,8,6569.307109,4448.254171,132.9264193,763.7048445,1,5.477225575
221,8,7631.815968,11735.83257,91.23805984,712.3289378,1,5.477225575
222,8,9290.251892,2773.573519,112.885674,759.7138904,1,5.477225575
223,8,10266.27777,2920.413756,90.05451194,828.8508122,1,5.477225575
224,8,10520.55872,16039.56106,121.1925433,739.2977904,1,5.477225575
225,8,11315.73287,16025.32072,104.3549558,853.5508208,1,5.477225575
226,8,11520.16771,15923.57704,97.99776118,721.911881,1,5.477225575
227,8,12155.87169,16190.20268,117.1689323,870.999804,1,5.477225575
228,8,12335.97297,10846.72805,95.25074677,791.9147233,1,5.477225575
229,8,13019.03765,7448.767842,126.3125805,865.8643689,1,5.477225575
230,8,13661.40581,9248.573474,112.1672586,896.8165826,1,5.477225575
231,8,13989.04846,11509.13468,124.1343401,803.794148,1,5.477225575
232,8,14744.43464,13859.90696,107.8069471,864.4743937,1,5.477225575
233,8,15118.37051,13197.69574,86.09877339,805.5914011,1,5.477225575
234,9,835.1909244,6613.794558,99.83141957,888.7818051,1,5.477225575
235,9,975.0272519,13514.50926,139.526988,771.7422529,1,5.477225575
236,9,2451.038187,6603.704391,106.5286218,814.8637967,1,5.477225575
237,9,2644.659661,14819.15987,122.3850461,787.5521328,1,5.477225575
238,9,3313.229022,4683.82116,97.98608984,889.8720622,1,5.477225575
239,9,3289.796067,5652.623515,105.1227045,710.679543,1,5.477225575
240,9,3950.262969,14585.38857,86.99030061,749.0445889,1,5.477225575
241,9,4430.513334,4262.735068,107.0206998,708.3140993,1,5.477225575
242,9,4928.681277,4958.615504,137.9110782,700.5834319,1,5.477225575
243,9,5023.981657,11459.66415,85.99980562,890.4361703,1,5.477225575
244,9,5191.946845,10471.23947,119.7007695,839.6282184,1,5.477225575
245,9,8204.261818,13572.4822,87.26227182,827.2329809,1,5.477225575
246,9,8626.32695,10573.19583,88.15633162,714.6815165,1,5.477225575
247,9,8766.722982,5083.333592,89.14999338,836.5106344,1,5.477225575
248,9,10107.29308,15113.76059,106.1843052,893.0097431,1,5.477225575
249,9,10684.70434,8140.211687,102.3520786,801.9102957,1,5.477225575
250,9,10807.13426,13368.9937,101.3281773,840.8505705,1,5.477225575
251,9,10951.83195,7084.223159,86.65119228,721.7602615,1,5.477225575
252,9,11152.89899,9396.343668,84.99742814,823.5219813,1,5.477225575
253,9,13724.09263,1853.433813,116.7994747,788.1874754,1,5.477225575
254,9,14206.77195,11554.85422,134.6884247,737.8444839,1,5.477225575
255,9,14862.58084,2067.027673,102.2267191,818.3414318,1,5.477225575
256,9,15411.77527,4241.716884,118.2732165,763.8145674,1,5.477225575
257,9,15543.19473,5002.573276,113.3919181,711.9079092,1,5.477225575
258,10,292.2898822,12048.96707,97.87657541,860.5275415,1,5.477225575
259,10,432.926287,15667.25266,103.8212757,748.4082582,1,5.477225575
260,10,618.0154665,14368.47679,133.4952369,702.1551698,1,5.477225575
261,10,587.1289527,14481.41324,121.9180611,702.9948182,1,5.477225575
262,10,1299.057312,1129.378622,96.39509694,708.5603916,1,5.477225575
263,10,1327.093386,4543.696456,118.0995083,709.6901036,1,5.477225575
264,10,1650.383405,10124.55153,126.1715863,896.7183359,1,5.477225575
265,10,2030.153928,6881.533901,135.2302163,717.4144968,1,5.477225575
266,10,2085.58191,5693.320566,141.6355734,885.8463934,1,5.477225575
267,10,2613.571892,13421.15817,92.23157636,822.6183707,1,5.477225575
268,10,2786.284938,15657.60676,87.22162022,707.4833087,1,5.477225575
269,10,2862.140867,13724.02118,93.9707924,843.9962557,1,5.477225575
270,10,4786.659863,14193.74817,119.322269,763.5855738,1,5.477225575
271,10,6539.452787,12443.51902,136.8864827,894.1377983,1,5.477225575
272,10,7478.722228,490.0371553,112.1937136,886.0447298,1,5.477225575
273,10,7998.60018,13451.12717,126.6615257,747.1981201,1,5.477225575
274,10,8363.125742,426.7054099,118.2233489,799.7200666,1,5.477225575
275,10,9644.05774,10521.25561,127.3233369,763.8147855,1,5.477225575
276,10,10153.10862,1650.031014,98.8857192,863.9205105,1,5.477225575
277,10,10722.34652,1382.74957,128.4939592,716.0608107,1,5.477225575
278,10,11308.7233,867.4095171,132.4520679,786.5647984,1,5.477225575
279,10,11288.90993,971.5207363,100.8369973,829.2808414,1,5.477225575
280,10,12321.98437,11622.00457,93.08490195,773.4643124,1,5.477225575
281,10,12689.34146,4334.037099,145.9106984,865.6364823,1,5.477225575
282,10,13058.89268,13288.1115,87.31495508,731.4678386,1,5.477225575
283,10,13496.9011,294.0847569,128.945648,829.5968624,1,5.477225575
284,10,13520.70805,15098.82679,147.9895572,776.243361,1,5.477225575
285,10,13556.1107,9193.363314,139.6377057,721.9147424,1,5.477225575
286,10,15342.46396,12961.96744,114.0104107,828.0148474,1,5.477225575
287,10,15953.91177,2213.118393,147.4786246,819.2749675,1,5.477225575
288,11,1300.303907,2811.181189,111.7630582,829.8790605,1,5.477225575
289,11,1764.632432,3328.675868,136.7257398,740.3411059,1,5.477225575
290,11,1809.221667,5424.154914,99.23048035,714.1541382,1,5.477225575
291,11,1907.262082,13672.47407,92.57294217,807.2863744,1,5.477225575
292,11,1987.336266,1601.216653,134.7346692,825.5553165,1,5.477225575
293,11,3152.386447,2091.525853,95.07218333,873.9651367,1,5.477225575
294,11,3290.287064,14365.72308,88.85450071,700.2479408,1,5.477225575
295,11,3556.20998,5743.991748,93.15506921,857.9420415,1,5.477225575
296,11,3667.806932,4596.458999,107.2424155,889.8496573,1,5.477225575
297,11,3978.059794,4862.999314,130.2420423,728.2774072,1,5.477225575
298,11,4307.65481,9061.89769,115.667886,788.4826175,1,5.477225575
299,11,5379.366931,5785.798314,139.7254365,725.1331681,1,5.477225575
300,11,6524.631051,15019.12645,131.1429959,825.1167957,1,5.477225575
301,11,6906.209372,10704.60906,114.4400931,709.4227257,1,5.477225575
302,11,8311.51533,12406.44674,112.6571925,864.0650281,1,5.477225575
303,11,10275.47507,1169.010521,105.4084672,899.2508191,1,5.477225575
304,11,10523.97315,10625.21572,108.8919772,725.1172832,1,5.477225575
305,11,10558.83907,14987.79741,144.6084538,744.4835294,1,5.477225575
306,11,11339.11514,1481.158298,140.8437572,884.9011335,1,5.477225575
307,11,11301.3023,8598.052526,110.2332113,831.2968696,1,5.477225575
308,11,11617.1881,5593.660763,115.9717652,831.0281767,1,5.477225575
309,11,12526.87651,9122.204312,114.0737525,854.6160656,1,5.477225575
310,11,12657.13992,5375.873629,124.3862326,844.8021736,1,5.477225575
311,11,13015.81459,5456.745902,90.21978103,835.6332046,1,5.477225575
312,11,14092.2289,3884.521063,89.41302451,777.9160947,1,5.477225575
313,11,15270.68939,14467.96833,147.4715314,871.9913628,1,5.477225575
314,11,15929.79277,15941.86634,106.659842,872.7655329,1,5.477225575
315,11,16289.97238,7392.281006,147.2945171,831.2785368,1,5.477225575
316,11,16481.26019,5623.164938,97.00169542,885.1493945,1,5.477225575
317,12,488.3886125,7826.447718,132.7441025,816.8159263,1,5.477225575
318,12,607.9918685,13311.54566,120.5918165,750.6376509,1,5.477225575
319,12,672.4738402,14090.01893,133.9297621,720.1072205,1,5.477225575
320,12,1087.568176,13243.00029,133.3460369,725.458294,1,5.477225575
321,12,1327.338978,200.3139603,101.0065444,735.6855497,1,5.477225575
322,12,1387.214898,12261.33202,131.5604604,808.6909287,1,5.477225575
323,12,2528.826309,5302.859441,106.9455956,886.6697858,1,5.477225575
324,12,3129.410114,6098.469518,129.9320625,793.3778334,1,5.477225575
325,12,4729.336542,4398.325828,147.912531,701.5948638,1,5.477225575
326,12,5106.115399,5201.396131,126.2072776,789.9876567,1,5.477225575
327,12,6355.927525,13615.99601,113.4476188,883.4419334,1,5.477225575
328,12,6687.587733,8250.023419,118.6251342,812.0205956,1,5.477225575
329,12,7095.033278,13309.45303,118.7487357,801.1361167,1,5.477225575
330,12,8138.035671,5585.1712,115.4350865,730.8084075,1,5.477225575
331,12,8933.486705,12217.15178,140.2068278,702.8469751,1,5.477225575
332,12,9685.343138,2441.098928,86.39662132,815.7981495,1,5.477225575
333,12,10031.80331,2479.810711,137.2554014,861.0225196,1,5.477225575
334,12,10798.36545,5760.790804,96.31502035,711.2846633,1,5.477225575
335,12,11737.54305,7261.678481,129.1217687,705.4424263,1,5.477225575
336,12,12435.50503,7593.190435,142.7639327,793.5728369,1,5.477225575
337,12,12509.11162,5867.947069,120.544701,789.9632379,1,5.477225575
338,12,13569.70452,12578.15177,147.0465445,763.0951582,1,5.477225575
339,12,15105.9944,347.9345467,88.28471514,780.7419284,1,5.477225575
340,12,15597.03251,5491.97004,95.1141703,733.7535496,1,5.477225575
341,12,15714.514,9473.374188,103.3682256,795.2714637,1,5.477225575
342,13,225.5894978,13467.80328,89.43459126,738.4501846,1,5.477225575
343,13,615.6329147,6718.896267,118.5996426,779.4631894,1,5.477225575
344,13,1697.393361,1221.143421,117.6158643,851.9368287,1,5.477225575
345,13,1859.054621,12822.29002,124.2941853,770.9149981,1,5.477225575
346,13,2092.430204,8099.83031,112.6475409,774.7885432,1,5.477225575
347,13,2449.841462,8162.987275,107.8911396,847.3841605,1,5.477225575
348,13,3222.84897,14.17407441,85.68440167,771.5027619,1,5.477225575
349,13,4226.599989,10280.93855,120.4814556,787.3154851,1,5.477225575
350,13,5027.298259,8473.741537,94.2603222,744.008233,1,5.477225575
351,13,5112.481144,8745.566444,87.06271477,715.3502232,1,5.477225575
352,13,5453.61685,6263.648943,91.47664055,847.4959887,1,5.477225575
353,13,5600.726904,2096.785714,116.5357384,840.8651975,1,5.477225575
354,13,5959.868635,154.5162715,144.2018878,840.1521723,1,5.477225575
355,13,6026.832922,15355.21303,124.6608951,890.2073003,1,5.477225575
356,13,6661.673664,11635.82908,137.6540001,777.6152583,1,5.477225575
357,13,6830.25059,8882.090819,128.2980763,760.0477047,1,5.477225575
358,13,7961.145357,14733.06879,139.7084646,827.4092536,1,5.477225575
359,13,8192.390027,11416.27171,106.3145407,872.7761244,1,5.477225575
360,13,8419.383228,13972.94599,140.4225643,869.2200893,1,5.477225575
361,13,10770.91253,10760.44463,135.9701711,738.475934,1,5.477225575
362,13,11091.77722,6055.762403,99.83882275,792.6062038,1,5.477225575
363,13,11287.2018,6722.481066,114.178464,873.9941871,1,5.477225575
364,13,11257.17646,10836.71673,147.7954207,866.0417713,1,5.477225575
365,13,12133.92852,9451.066033,148.4866328,814.061373,1,5.477225575
366,13,12365.68799,10778.43175,147.665342,855.1707863,1,5.477225575
367,13,13377.95448,12149.17563,99.81279149,892.2500408,1,5.477225575
368,13,13466.01866,1096.697436,147.4804752,711.8186379,1,5.477225575
369,13,14239.76647,654.1937239,97.80490235,762.507835,1,5.477225575
370,13,15898.62936,6454.118966,119.7547856,737.8436892,1,5.477225575
371,14,40.66849513,15033.95285,137.325198,840.4421938,1,5.477225575
372,14,245.9444247,13072.06506,89.79539319,715.9643801,1,5.477225575
373,14,331.5074872,2429.891056,88.48910397,844.6253548,1,5.477225575
374,14,1352.843115,339.7193228,144.2310987,894.8383641,1,5.477225575
375,14,1545.021596,16021.32674,93.59713728,891.1594425,1,5.477225575
376,14,2439.98713,15423.28797,86.8099415,782.7433455,1,5.477225575
377,14,2732.198536,11709.51397,94.97272932,710.00304,1,5.477225575
378,14,3063.830023,4018.245602,97.40946829,772.4445161,1,5.477225575
379,14,3038.473795,5913.019508,101.8405229,703.6356895,1,5.477225575
380,14,3161.849815,15327.02582,140.5171698,849.2724875,1,5.477225575
381,14,3227.659492,2444.574759,128.5173068,736.6464389,1,5.477225575
382,14,5551.713203,4161.326164,105.7884659,815.2959638,1,5.477225575
383,14,6061.355913,1372.997763,100.4348958,826.6140687,1,5.477225575
384,14,6188.930827,8462.423804,90.02207088,703.2984995,1,5.477225575
385,14,6523.005082,15559.902,115.652086,727.4803601,1,5.477225575
386,14,6619.613204,8925.169113,104.0591918,831.4980285,1,5.477225575
387,14,7057.521349,10074.3245,136.41986,745.627498,1,5.477225575
388,14,7188.400425,6415.834967,85.17392022,843.6374061,1,5.477225575
